Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Pakistan,Cereal,Online,C,2014-06-17,425694310,2014-07-03,1261,205.7,117.11,259387.7,147675.71,111711.99
Europe,France,Clothes,Offline,C,2020-05-13,448910224,2020-06-17,1366,109.28,35.84,149276.48,48957.44,100319.04
Europe,Latvia,Household,Online,C,2019-01-06,292348611,2019-01-25,1305,668.27,502.54,872092.35,655814.7,216277.65
Sub-Saharan Africa,Mozambique,Household,Offline,C,2016-08-31,627933299,2016-10-01,8272,668.27,502.54,5527929.44,4157010.88,1370918.56
Australia and Oceania,Samoa,Vegetables,Offline,L,2021-01-24,847900617,2021-03-13,1490,154.06,90.93,229549.4,135485.7,94063.7
Central America and the Caribbean,Costa Rica,Vegetables,Online,M,2014-09-28,414799392,2014-10-31,7213,154.06,90.93,1111234.78,655878.09,455356.69
Middle East and North Africa,Turkey,Baby Food,Offline,H,2024-06-29,211490952,2024-07-14,3727,255.28,159.42,951428.56,594158.34,357270.22
Asia,China,Baby Food,Online,C,2019-10-25,291149127,2019-11-04,6352,255.28,159.42,1621538.56,1012635.84,608902.72
Sub-Saharan Africa,Lesotho,Meat,Offline,L,2014-06-22,327260243,2014-08-10,2433,421.89,364.69,1026458.37,887290.77,139167.6
Sub-Saharan Africa,Nigeria,Clothes,Online,C,2018-05-25,963623130,2018-07-11,6353,109.28,35.84,694255.84,227691.52,466564.32
Europe,Iceland,Baby Food,Online,H,2021-08-15,664349114,2021-09-19,4521,255.28,159.42,1154120.88,720737.82,433383.06
Australia and Oceania,New Zealand,Vegetables,Offline,M,2021-01-17,663862025,2021-02-21,381,154.06,90.93,58696.86,34644.33,24052.53
Asia,Laos,Clothes,Offline,L,2015-01-26,916898190,2015-02-22,9405,109.28,35.84,1027778.4,337075.2,690703.2
North America,United States of America,Fruits,Online,H,2019-08-18,548506438,2019-09-20,4099,9.33,6.92,38243.67,28365.08,9878.59
Middle East and North Africa,Azerbaijan,Household,Online,C,2020-02-02,104048097,2020-03-10,8999,668.27,502.54,6013761.73,4522357.46,1491404.27
Asia,Japan,Snacks,Online,C,2019-05-11,199196994,2019-05-21,5672,152.58,97.44,865433.76,552679.68,312754.08
Middle East and North Africa,Morocco,Office Supplies,Online,C,2021-11-06,169939458,2021-12-17,7717,651.21,524.96,5025387.57,4051116.32,974271.25
Asia,Singapore,Cereal,Offline,H,2017-06-09,322574317,2017-06-09,5764,205.7,117.11,1185654.8,675022.04,510632.76
Asia,China,Vegetables,Offline,M,2018-11-22,583712899,2018-12-19,2473,154.06,90.93,380990.38,224869.89,156120.49
Sub-Saharan Africa,Botswana,Clothes,Offline,M,2024-06-09,950279033,2024-07-26,7538,109.28,35.84,823752.64,270161.92,553590.72
Central America and the Caribbean,Saint Kitts and Nevis,Household,Offline,L,2023-02-13,139509046,2023-04-02,2682,668.27,502.54,1792300.14,1347812.28,444487.86
Sub-Saharan Africa,Zimbabwe,Office Supplies,Offline,H,2021-07-08,538951766,2021-07-14,6659,651.21,524.96,4336407.39,3495708.64,840698.75
Europe,Greece,Fruits,Offline,L,2017-01-11,556468522,2017-01-25,256,9.33,6.92,2388.48,1771.52,616.96
Middle East and North Africa,United Arab Emirates,Vegetables,Offline,L,2024-08-04,470233142,2024-09-23,1291,154.06,90.93,198891.46,117390.63,81500.83
Sub-Saharan Africa,Gabon,Household,Online,M,2017-11-15,178731954,2017-11-19,9612,668.27,502.54,6423411.24,4830414.48,1592996.76
Europe,Italy,Meat,Offline,C,2020-03-03,550763785,2020-03-12,2098,421.89,364.69,885125.22,765119.62,120005.6
Central America and the Caribbean,El Salvador,Meat,Online,L,2024-03-11,275439965,2024-03-17,7661,421.89,364.69,3232099.29,2793890.09,438209.2
Middle East and North Africa,Morocco,Household,Offline,C,2018-10-26,812184321,2018-11-24,2244,668.27,502.54,1499597.88,1127699.76,371898.12
Australia and Oceania,Nauru,Clothes,Offline,L,2015-10-22,540733182,2015-11-12,3820,109.28,35.84,417449.6,136908.8,280540.8
Australia and Oceania,Australia,Meat,Offline,L,2023-01-31,611135375,2023-02-16,7393,421.89,364.69,3119032.77,2696153.17,422879.6
Asia,Tajikistan,Office Supplies,Online,M,2017-12-28,893752229,2018-01-08,10000,651.21,524.96,6512100.0,5249600.0,1262500.0
Australia and Oceania,Fiji,Cosmetics,Offline,H,2016-10-20,429257571,2016-12-01,5709,437.2,263.33,2495974.8,1503350.97,992623.83
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Online,H,2015-12-01,578637731,2015-12-04,618,205.7,117.11,127122.6,72373.98,54748.62
Australia and Oceania,Fiji,Household,Offline,M,2018-07-26,973191535,2018-08-31,7857,668.27,502.54,5250597.39,3948456.78,1302140.61
Europe,Finland,Cosmetics,Offline,H,2018-10-23,864530313,2018-11-29,2586,437.2,263.33,1130599.2,680971.38,449627.82
Sub-Saharan Africa,Niger,Snacks,Offline,H,2017-07-20,474577891,2017-09-03,6999,152.58,97.44,1067907.42,681982.56,385924.86
Middle East and North Africa,Syria,Snacks,Online,H,2017-03-12,545570600,2017-03-23,5319,152.58,97.44,811573.02,518283.36,293289.66
Sub-Saharan Africa,Mauritius,Fruits,Online,M,2016-04-22,990057265,2016-05-17,8801,9.33,6.92,82113.33,60902.92,21210.41
Sub-Saharan Africa,Benin,Beverages,Offline,C,2014-12-14,440899217,2015-01-24,731,47.45,31.79,34685.95,23238.49,11447.46
Europe,Croatia,Cereal,Offline,M,2020-01-21,301270282,2020-03-09,1426,205.7,117.11,293328.2,166998.86,126329.34
Middle East and North Africa,Algeria,Fruits,Offline,M,2018-08-23,694656789,2018-08-23,3235,9.33,6.92,30182.55,22386.2,7796.35
Australia and Oceania,Tuvalu,Office Supplies,Offline,H,2015-04-21,914857566,2015-06-03,5539,651.21,524.96,3607052.19,2907753.44,699298.75
Europe,Switzerland,Cereal,Offline,M,2016-02-10,775983941,2016-03-11,9747,205.7,117.11,2004957.9,1141471.17,863486.73
Sub-Saharan Africa,Kenya,Baby Food,Online,L,2023-04-25,162459743,2023-05-01,4303,255.28,159.42,1098469.84,685984.26,412485.58
Sub-Saharan Africa,Kenya,Personal Care,Online,H,2019-04-06,379021298,2019-05-06,9680,81.73,56.67,791146.4,548565.6,242580.8
Sub-Saharan Africa,Senegal,Office Supplies,Offline,H,2014-07-21,100717437,2014-09-05,3383,651.21,524.96,2203043.43,1775939.68,427103.75
Middle East and North Africa,Yemen,Household,Online,C,2021-04-13,322909486,2021-04-26,4947,668.27,502.54,3305931.69,2486065.38,819866.31
Central America and the Caribbean,Saint Lucia,Snacks,Offline,C,2015-08-18,311271274,2015-09-17,942,152.58,97.44,143730.36,91788.48,51941.88
Europe,United Kingdom,Baby Food,Online,M,2018-01-15,751789128,2018-01-21,9964,255.28,159.42,2543609.92,1588460.88,955149.04
Sub-Saharan Africa,Mozambique,Office Supplies,Online,H,2023-09-30,600761878,2023-11-11,7645,651.21,524.96,4978500.45,4013319.2,965181.25
Europe,France,Baby Food,Offline,M,2018-10-08,234800851,2018-11-26,1644,255.28,159.42,419680.32,262086.48,157593.84
Europe,Bulgaria,Snacks,Offline,M,2017-05-22,100829875,2017-06-17,6656,152.58,97.44,1015572.48,648560.64,367011.84
Sub-Saharan Africa,Madagascar,Clothes,Online,M,2024-09-05,266085278,2024-10-15,9402,109.28,35.84,1027450.56,336967.68,690482.88
Europe,Austria,Clothes,Online,M,2020-06-29,868115890,2020-08-08,3638,109.28,35.84,397560.64,130385.92,267174.72
Middle East and North Africa,Bahrain,Fruits,Online,C,2018-04-07,764783036,2018-05-20,5150,9.33,6.92,48049.5,35638.0,12411.5
Middle East and North Africa,Iraq,Fruits,Online,H,2016-11-22,684260547,2016-11-24,6756,9.33,6.92,63033.48,46751.52,16281.96
Asia,Bangladesh,Cereal,Offline,L,2016-10-12,975034749,2016-11-17,3305,205.7,117.11,679838.5,387048.55,292789.95
Sub-Saharan Africa,Benin,Meat,Online,L,2014-06-27,255904471,2014-08-13,6675,421.89,364.69,2816115.75,2434305.75,381810.0
Asia,Taiwan,Household,Online,M,2018-10-07,365981042,2018-10-11,778,668.27,502.54,519914.06,390976.12,128937.94
Sub-Saharan Africa,Benin,Fruits,Offline,C,2023-11-03,514688289,2023-11-20,6557,9.33,6.92,61176.81,45374.44,15802.37
North America,United States of America,Fruits,Online,M,2014-09-26,431762540,2014-09-28,6985,9.33,6.92,65170.05,48336.2,16833.85
Europe,Germany,Baby Food,Offline,H,2015-06-02,817252624,2015-06-22,2067,255.28,159.42,527663.76,329521.14,198142.62
Central America and the Caribbean,Guatemala,Meat,Offline,H,2019-04-09,191519868,2019-05-21,3840,421.89,364.69,1620057.6,1400409.6,219648.0
Middle East and North Africa,Iran,Baby Food,Offline,C,2015-10-31,745238101,2015-11-27,1370,255.28,159.42,349733.6,218405.4,131328.2
Sub-Saharan Africa,Nigeria,Vegetables,Online,C,2017-07-15,689393651,2017-09-02,5756,154.06,90.93,886769.36,523393.08,363376.28
Sub-Saharan Africa,Kenya,Vegetables,Offline,C,2022-04-13,105285346,2022-05-02,5128,154.06,90.93,790019.68,466289.04,323730.64
Asia,North Korea,Beverages,Online,C,2018-10-09,494524514,2018-10-20,9648,47.45,31.79,457797.6,306709.92,151087.68
Asia,Singapore,Snacks,Online,H,2023-12-14,729034984,2024-01-24,6507,152.58,97.44,992838.06,634042.08,358795.98
Europe,Armenia,Personal Care,Offline,C,2024-03-08,201053082,2024-04-09,4930,81.73,56.67,402928.9,279383.1,123545.8
Europe,Czech Republic,Beverages,Offline,C,2023-05-21,173127639,2023-07-10,1170,47.45,31.79,55516.5,37194.3,18322.2
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Online,C,2016-04-09,628119981,2016-05-01,3515,437.2,263.33,1536758.0,925604.95,611153.05
Sub-Saharan Africa,Sierra Leone,Beverages,Offline,L,2015-02-11,719203937,2015-02-27,7282,47.45,31.79,345530.9,231494.78,114036.12
Europe,Austria,Vegetables,Online,L,2022-12-25,119865834,2023-01-03,9819,154.06,90.93,1512715.14,892841.67,619873.47
Europe,Lithuania,Snacks,Offline,M,2017-09-21,373904502,2017-10-12,5506,152.58,97.44,840105.48,536504.64,303600.84
Europe,Lithuania,Office Supplies,Offline,C,2021-06-18,845431268,2021-07-20,754,651.21,524.96,491012.34,395819.84,95192.5
Sub-Saharan Africa,South Africa,Office Supplies,Online,L,2020-05-25,968869960,2020-06-04,9006,651.21,524.96,5864797.26,4727789.76,1137007.5
Middle East and North Africa,Turkey,Household,Offline,H,2023-08-15,698956906,2023-09-24,5736,668.27,502.54,3833196.72,2882569.44,950627.28
Europe,Moldova,Fruits,Online,C,2014-12-27,960740935,2015-02-06,3447,9.33,6.92,32160.51,23853.24,8307.27
Asia,Uzbekistan,Beverages,Online,H,2022-08-23,499583375,2022-10-10,6677,47.45,31.79,316823.65,212261.83,104561.82
Europe,Ukraine,Household,Offline,C,2017-05-31,831158053,2017-07-02,6993,668.27,502.54,4673212.11,3514262.22,1158949.89
Central America and the Caribbean,El Salvador,Beverages,Offline,M,2014-05-26,391451299,2014-06-25,7993,47.45,31.79,379267.85,254097.47,125170.38
Sub-Saharan Africa,Malawi,Meat,Online,C,2014-03-06,386761939,2014-03-22,307,421.89,364.69,129520.23,111959.83,17560.4
Europe,Montenegro,Beverages,Offline,C,2018-10-25,743701303,2018-11-21,6597,47.45,31.79,313027.65,209718.63,103309.02
Middle East and North Africa,Morocco,Clothes,Offline,M,2015-11-07,559193217,2015-12-15,6554,109.28,35.84,716221.12,234895.36,481325.76
Sub-Saharan Africa,Republic of the Congo,Fruits,Offline,H,2015-09-17,350474011,2015-10-26,1903,9.33,6.92,17754.99,13168.76,4586.23
Australia and Oceania,East Timor,Snacks,Offline,M,2014-04-15,705092513,2014-04-20,1398,152.58,97.44,213306.84,136221.12,77085.72
Sub-Saharan Africa,Cote d'Ivoire,Household,Online,L,2019-09-02,930910050,2019-10-01,5826,668.27,502.54,3893341.02,2927798.04,965542.98
Europe,Hungary,Baby Food,Offline,M,2014-09-16,406100451,2014-10-23,3003,255.28,159.42,766605.84,478738.26,287867.58
Asia,Cambodia,Snacks,Offline,C,2015-11-09,829150044,2015-12-02,2779,152.58,97.44,424019.82,270785.76,153234.06
Middle East and North Africa,Morocco,Vegetables,Online,H,2014-04-26,368857657,2014-05-12,2033,154.06,90.93,313203.98,184860.69,128343.29
Europe,Latvia,Fruits,Offline,L,2024-03-14,414334619,2024-03-24,9676,9.33,6.92,90277.08,66957.92,23319.16
Europe,Kosovo,Personal Care,Online,C,2023-09-06,625004756,2023-10-13,1651,81.73,56.67,134936.23,93562.17,41374.06
Sub-Saharan Africa,Zambia,Baby Food,Online,M,2024-07-10,280604398,2024-08-20,5932,255.28,159.42,1514320.96,945679.44,568641.52
Asia,Laos,Fruits,Online,M,2023-12-16,531182372,2023-12-22,7523,9.33,6.92,70189.59,52059.16,18130.43
Sub-Saharan Africa,Seychelles,Beverages,Offline,H,2020-09-17,347100007,2020-10-16,3460,47.45,31.79,164177.0,109993.4,54183.6
Sub-Saharan Africa,Burkina Faso,Household,Online,L,2020-05-16,569031131,2020-06-30,7812,668.27,502.54,5220525.24,3925842.48,1294682.76
Sub-Saharan Africa,Madagascar,Snacks,Offline,C,2019-04-30,757962071,2019-04-30,6675,152.58,97.44,1018471.5,650412.0,368059.5
Sub-Saharan Africa,Tanzania,Beverages,Offline,H,2020-10-26,545191657,2020-11-29,3182,47.45,31.79,150985.9,101155.78,49830.12
Europe,Vatican City,Baby Food,Online,C,2018-11-25,982331216,2019-01-08,2491,255.28,159.42,635902.48,397115.22,238787.26
Central America and the Caribbean,Saint Kitts and Nevis,Personal Care,Online,H,2014-06-23,491304576,2014-07-11,6797,81.73,56.67,555518.81,385185.99,170332.82
Asia,Myanmar,Household,Online,H,2020-08-24,714348065,2020-09-02,322,668.27,502.54,215182.94,161817.88,53365.06
Asia,Philippines,Office Supplies,Offline,M,2014-08-04,664010512,2014-08-10,4321,651.21,524.96,2813878.41,2268352.16,545526.25
Sub-Saharan Africa,Liberia,Household,Offline,H,2017-10-04,773153245,2017-10-15,2081,668.27,502.54,1390669.87,1045785.74,344884.13
Sub-Saharan Africa,Cameroon,Meat,Online,C,2015-09-08,644950091,2015-09-24,3919,421.89,364.69,1653386.91,1429220.11,224166.8
Middle East and North Africa,Jordan,Household,Online,M,2016-10-16,402887380,2016-11-11,2184,668.27,502.54,1459501.68,1097547.36,361954.32
Asia,Myanmar,Baby Food,Offline,H,2014-12-18,240763938,2015-01-19,6254,255.28,159.42,1596521.12,997012.68,599508.44
Asia,Maldives,Cereal,Offline,C,2016-04-14,872691094,2016-05-25,7543,205.7,117.11,1551595.1,883360.73,668234.37
Middle East and North Africa,Pakistan,Household,Online,M,2022-12-30,383092677,2023-02-15,4491,668.27,502.54,3001200.57,2256907.14,744293.43
Europe,Sweden,Cereal,Offline,M,2017-06-13,976705014,2017-06-19,7573,205.7,117.11,1557766.1,886874.03,670892.07
Europe,Albania,Baby Food,Offline,L,2020-12-09,428576934,2020-12-26,4294,255.28,159.42,1096172.32,684549.48,411622.84
Sub-Saharan Africa,Guinea-Bissau,Meat,Online,C,2024-03-03,634069764,2024-04-10,4188,421.89,364.69,1766875.32,1527321.72,239553.6
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,M,2014-01-06,858857333,2014-01-21,3825,9.33,6.92,35687.25,26469.0,9218.25
Europe,Montenegro,Cereal,Offline,M,2021-08-15,888925969,2021-08-25,1803,205.7,117.11,370877.1,211149.33,159727.77
Asia,North Korea,Office Supplies,Offline,L,2020-10-25,580574500,2020-11-16,3751,651.21,524.96,2442688.71,1969124.96,473563.75
Europe,Belgium,Cosmetics,Online,M,2019-01-11,310414254,2019-01-23,7331,437.2,263.33,3205113.2,1930472.23,1274640.97
Europe,Italy,Office Supplies,Online,H,2019-10-30,525369060,2019-12-01,7234,651.21,524.96,4710853.14,3797560.64,913292.5
Europe,Liechtenstein,Beverages,Offline,L,2017-08-09,392675244,2017-09-23,186,47.45,31.79,8825.7,5912.94,2912.76
Sub-Saharan Africa,Niger,Household,Online,H,2024-04-16,949881637,2024-04-18,9940,668.27,502.54,6642603.8,4995247.6,1647356.2
Asia,South Korea,Fruits,Online,L,2021-03-28,154849565,2021-04-18,2282,9.33,6.92,21291.06,15791.44,5499.62
Sub-Saharan Africa,Mozambique,Meat,Online,M,2018-01-15,535752856,2018-01-18,31,421.89,364.69,13078.59,11305.39,1773.2
Sub-Saharan Africa,Malawi,Snacks,Offline,L,2015-02-05,641077840,2015-02-22,8034,152.58,97.44,1225827.72,782832.96,442994.76
Asia,India,Beverages,Offline,L,2019-08-31,889623343,2019-09-17,8172,47.45,31.79,387761.4,259787.88,127973.52
Europe,Netherlands,Cereal,Online,H,2019-02-08,420500695,2019-03-02,4355,205.7,117.11,895823.5,510014.05,385809.45
Europe,Iceland,Household,Online,M,2018-05-05,243133723,2018-06-13,7527,668.27,502.54,5030068.29,3782618.58,1247449.71
Asia,Japan,Baby Food,Offline,C,2023-10-15,987258756,2023-11-21,660,255.28,159.42,168484.8,105217.2,63267.6
Asia,Japan,Vegetables,Online,L,2016-08-16,652924621,2016-09-09,3760,154.06,90.93,579265.6,341896.8,237368.8
Sub-Saharan Africa,South Sudan,Household,Online,M,2022-04-29,460492646,2022-05-23,8862,668.27,502.54,5922208.74,4453509.48,1468699.26
Europe,Netherlands,Cosmetics,Online,H,2019-09-25,800636661,2019-11-09,5035,437.2,263.33,2201302.0,1325866.55,875435.45
Europe,United Kingdom,Household,Online,H,2021-04-13,784342992,2021-04-22,3376,668.27,502.54,2256079.52,1696575.04,559504.48
Europe,Albania,Cosmetics,Online,M,2014-03-05,492910468,2014-04-05,2016,437.2,263.33,881395.2,530873.28,350521.92
Sub-Saharan Africa,Ghana,Office Supplies,Offline,M,2019-03-13,527950417,2019-04-15,1116,651.21,524.96,726750.36,585855.36,140895.0
Europe,Netherlands,Cosmetics,Offline,L,2021-03-18,661386668,2021-04-16,7867,437.2,263.33,3439452.4,2071617.11,1367835.29
Central America and the Caribbean,Trinidad and Tobago,Cereal,Online,L,2017-04-11,285455548,2017-05-26,1495,205.7,117.11,307521.5,175079.45,132442.05
Asia,Uzbekistan,Household,Online,C,2022-01-01,662705886,2022-02-15,8253,668.27,502.54,5515232.31,4147462.62,1367769.69
Europe,Sweden,Meat,Online,C,2019-05-31,875999009,2019-06-07,6428,421.89,364.69,2711908.92,2344227.32,367681.6
Sub-Saharan Africa,Guinea-Bissau,Beverages,Online,C,2021-10-09,978508746,2021-11-28,1337,47.45,31.79,63440.65,42503.23,20937.42
Sub-Saharan Africa,Senegal,Vegetables,Online,H,2021-06-18,643721425,2021-08-06,329,154.06,90.93,50685.74,29915.97,20769.77
Asia,Indonesia,Baby Food,Online,H,2017-09-20,515435874,2017-10-14,7784,255.28,159.42,1987099.52,1240925.28,746174.24
Europe,Sweden,Cereal,Offline,H,2021-12-20,857763421,2021-12-26,113,205.7,117.11,23244.1,13233.43,10010.67
Sub-Saharan Africa,Rwanda,Household,Offline,H,2020-05-31,205127894,2020-06-14,757,668.27,502.54,505880.39,380422.78,125457.61
Europe,Ukraine,Clothes,Offline,C,2022-02-21,312265622,2022-03-24,5192,109.28,35.84,567381.76,186081.28,381300.48
Europe,Iceland,Office Supplies,Offline,H,2021-09-16,304225432,2021-10-13,5921,651.21,524.96,3855814.41,3108288.16,747526.25
Middle East and North Africa,Iran,Office Supplies,Offline,C,2015-03-05,726368653,2015-04-10,7481,651.21,524.96,4871702.01,3927225.76,944476.25
Asia,South Korea,Personal Care,Online,C,2016-02-19,394369113,2016-03-21,1439,81.73,56.67,117609.47,81548.13,36061.34
Asia,Kazakhstan,Personal Care,Online,C,2018-04-25,444213140,2018-06-12,1394,81.73,56.67,113931.62,78997.98,34933.64
Central America and the Caribbean,Barbados,Cosmetics,Online,H,2022-04-12,282199561,2022-04-22,7976,437.2,263.33,3487107.2,2100320.08,1386787.12
Australia and Oceania,Australia,Clothes,Offline,L,2019-05-29,734939706,2019-06-02,3846,109.28,35.84,420290.88,137840.64,282450.24
Sub-Saharan Africa,Mozambique,Beverages,Online,L,2018-08-17,899357402,2018-08-25,8696,47.45,31.79,412625.2,276445.84,136179.36
Sub-Saharan Africa,Senegal,Baby Food,Online,H,2019-09-01,392688977,2019-09-09,4250,255.28,159.42,1084940.0,677535.0,407405.0
Asia,Bhutan,Office Supplies,Offline,C,2018-06-03,702483260,2018-07-05,9262,651.21,524.96,6031507.02,4862179.52,1169327.5
Middle East and North Africa,Afghanistan,Fruits,Offline,C,2022-12-22,236601579,2023-01-12,4520,9.33,6.92,42171.6,31278.4,10893.2
North America,Mexico,Snacks,Offline,M,2016-03-10,173217761,2016-03-12,7840,152.58,97.44,1196227.2,763929.6,432297.6
Europe,France,Cosmetics,Offline,C,2014-07-04,410818135,2014-07-23,9070,437.2,263.33,3965404.0,2388403.1,1577000.9
Asia,Sri Lanka,Vegetables,Online,C,2019-10-30,918201529,2019-10-31,5092,154.06,90.93,784473.52,463015.56,321457.96
Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,H,2014-03-07,384479272,2014-04-18,4815,437.2,263.33,2105118.0,1267933.95,837184.05
Central America and the Caribbean,Nicaragua,Personal Care,Online,H,2018-07-08,269075191,2018-07-31,4183,81.73,56.67,341876.59,237050.61,104825.98
Australia and Oceania,Fiji,Office Supplies,Offline,L,2023-03-20,751725614,2023-04-28,1169,651.21,524.96,761264.49,613678.24,147586.25
Europe,Andorra,Fruits,Online,M,2014-10-22,282479369,2014-11-15,778,9.33,6.92,7258.74,5383.76,1874.98
Sub-Saharan Africa,Benin,Clothes,Online,H,2024-02-08,531697785,2024-03-04,45,109.28,35.84,4917.6,1612.8,3304.8
Europe,Serbia,Meat,Offline,L,2024-08-10,540054690,2024-09-05,3039,421.89,364.69,1282123.71,1108292.91,173830.8
Asia,Brunei,Snacks,Offline,C,2023-05-29,768536412,2023-06-23,5858,152.58,97.44,893813.64,570803.52,323010.12
Australia and Oceania,Australia,Vegetables,Offline,H,2023-09-27,848441779,2023-10-06,1632,154.06,90.93,251425.92,148397.76,103028.16
Sub-Saharan Africa,Guinea,Cereal,Offline,H,2019-08-29,931382119,2019-09-27,5521,205.7,117.11,1135669.7,646564.31,489105.39
Europe,Ukraine,Personal Care,Online,H,2022-10-07,339281260,2022-10-27,9719,81.73,56.67,794333.87,550775.73,243558.14
Australia and Oceania,Tuvalu,Clothes,Online,M,2014-01-28,714375531,2014-03-05,8450,109.28,35.84,923416.0,302848.0,620568.0
Europe,Montenegro,Clothes,Online,C,2024-03-27,169213759,2024-04-11,2967,109.28,35.84,324233.76,106337.28,217896.48
Australia and Oceania,Solomon Islands,Personal Care,Offline,C,2021-03-26,936657273,2021-04-06,6557,81.73,56.67,535903.61,371585.19,164318.42
Asia,Thailand,Cosmetics,Online,C,2022-09-05,819879901,2022-09-19,9537,437.2,263.33,4169576.4,2511378.21,1658198.19
Europe,Armenia,Vegetables,Online,M,2015-08-11,842367970,2015-09-09,4257,154.06,90.93,655833.42,387089.01,268744.41
Middle East and North Africa,Tunisia,Snacks,Online,L,2015-04-18,297920310,2015-06-06,95,152.58,97.44,14495.1,9256.8,5238.3
Sub-Saharan Africa,Chad,Vegetables,Offline,L,2017-02-16,800648248,2017-03-17,8464,154.06,90.93,1303963.84,769631.52,534332.32
Sub-Saharan Africa,Djibouti,Meat,Offline,M,2023-05-07,434975612,2023-05-21,7804,421.89,364.69,3292429.56,2846040.76,446388.8
Europe,Austria,Clothes,Offline,C,2016-04-22,505638730,2016-05-03,8591,109.28,35.84,938824.48,307901.44,630923.04
Sub-Saharan Africa,Ethiopia,Clothes,Online,L,2017-04-20,587686431,2017-05-07,8329,109.28,35.84,910193.12,298511.36,611681.76
Europe,France,Personal Care,Online,H,2017-01-13,776480042,2017-02-23,6555,81.73,56.67,535740.15,371471.85,164268.3
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,H,2023-10-08,337693393,2023-11-06,9834,109.28,35.84,1074659.52,352450.56,722208.96
Europe,Macedonia,Office Supplies,Online,C,2015-03-05,857312810,2015-04-17,6767,651.21,524.96,4406738.07,3552404.32,854333.75
Europe,Finland,Household,Online,M,2018-07-23,391637122,2018-08-22,2982,668.27,502.54,1992781.14,1498574.28,494206.86
Europe,Bulgaria,Personal Care,Online,C,2019-12-15,217277657,2019-12-19,6142,81.73,56.67,501985.66,348067.14,153918.52
Europe,United Kingdom,Cosmetics,Offline,H,2022-12-08,781158244,2022-12-24,938,437.2,263.33,410093.6,247003.54,163090.06
Asia,Malaysia,Vegetables,Online,H,2021-11-22,350515210,2021-12-20,4095,154.06,90.93,630875.7,372358.35,258517.35
Europe,Netherlands,Snacks,Offline,L,2018-01-23,862897384,2018-03-08,9366,152.58,97.44,1429064.28,912623.04,516441.24
Asia,Bhutan,Meat,Offline,L,2014-03-09,276166093,2014-04-06,2539,421.89,364.69,1071178.71,925947.91,145230.8
Europe,Vatican City,Baby Food,Online,H,2019-11-08,218495166,2019-12-11,6430,255.28,159.42,1641450.4,1025070.6,616379.8
Sub-Saharan Africa,Angola,Clothes,Offline,H,2014-01-29,138370931,2014-02-26,5888,109.28,35.84,643440.64,211025.92,432414.72
Europe,Poland,Personal Care,Offline,C,2014-10-24,454592216,2014-11-09,2793,81.73,56.67,228271.89,158279.31,69992.58
Sub-Saharan Africa,Nigeria,Personal Care,Offline,M,2020-02-12,306270349,2020-03-01,1057,81.73,56.67,86388.61,59900.19,26488.42
Middle East and North Africa,Afghanistan,Vegetables,Online,M,2024-03-17,702829158,2024-04-25,1621,154.06,90.93,249731.26,147397.53,102333.73
Central America and the Caribbean,Dominican Republic,Baby Food,Offline,L,2022-10-23,474004971,2022-12-11,7459,255.28,159.42,1904133.52,1189113.78,715019.74
Sub-Saharan Africa,Kenya,Beverages,Offline,H,2018-07-02,319846618,2018-07-08,8577,47.45,31.79,406978.65,272662.83,134315.82
Middle East and North Africa,Oman,Baby Food,Online,H,2015-05-10,560715425,2015-06-13,7009,255.28,159.42,1789257.52,1117374.78,671882.74
Sub-Saharan Africa,Lesotho,Meat,Offline,C,2024-04-21,687285220,2024-05-31,1824,421.89,364.69,769527.36,665194.56,104332.8
Middle East and North Africa,Yemen,Fruits,Online,C,2015-01-01,710542333,2015-02-19,4121,9.33,6.92,38448.93,28517.32,9931.61
Sub-Saharan Africa,Niger,Fruits,Online,C,2017-06-06,711785590,2017-06-27,2028,9.33,6.92,18921.24,14033.76,4887.48
North America,Mexico,Cereal,Offline,H,2020-04-15,392626321,2020-05-17,5708,205.7,117.11,1174135.6,668463.88,505671.72
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,L,2019-02-20,424988353,2019-04-06,2353,109.28,35.84,257135.84,84331.52,172804.32
Asia,Nepal,Household,Online,L,2021-09-25,201108014,2021-10-30,1185,668.27,502.54,791899.95,595509.9,196390.05
Asia,Brunei,Household,Online,C,2021-04-16,983534133,2021-05-04,8461,668.27,502.54,5654232.47,4251990.94,1402241.53
Middle East and North Africa,Pakistan,Baby Food,Offline,H,2023-03-22,955128037,2023-04-12,2466,255.28,159.42,629520.48,393129.72,236390.76
Sub-Saharan Africa,Ethiopia,Fruits,Offline,M,2018-05-28,169063556,2018-06-07,8518,9.33,6.92,79472.94,58944.56,20528.38
Europe,Serbia,Personal Care,Offline,C,2020-08-12,998827016,2020-08-28,3965,81.73,56.67,324059.45,224696.55,99362.9
